Variable,Low Case Value,Base Case Value,High Case Value,Low Delta,High Delta,Range
Terminal EBIT Margin,9.106026655095183,12.01082445151648,19.647705347171282,-2.904797796421297,7.6368808956548015,10.541678692076099
Long-Run Growth,10.44702243518064,12.01082445151648,14.064282453229875,-1.5638020163358402,2.0534580017133948,3.617260018049235
Terminal Growth,10.754613088569457,12.01082445151648,13.127456774136057,-1.256211362947024,1.1166323226195765,2.3728436855666004
WACC Path,13.26266183896438,12.01082445151648,10.995639344807953,1.2518373874478996,-1.0151851067085271,2.2670224941564268
Start Growth,10.94911791553724,12.01082445151648,13.14667331926196,-1.0617065359792406,1.13584886774548,2.1975554037247207
Capex % Revenue,12.155740811494413,12.01082445151648,11.857866024599552,0.14491635997793217,-0.1529584269169284,0.2978747868948606
NWC % Incremental Rev,12.015225664685804,12.01082445151648,12.006342225092578,0.004401213169323626,-0.004482226423903057,0.008883439593226683
