end_regime,count,mean,median,min,max
Bear,1660,9.857916343720301,9.180986409832705,3.6340084429154698,27.721376507545727
Base,1959,13.306013071841722,12.613525949144242,4.134427587457098,36.33833004581577
Bull,1381,16.876631593918116,16.14689158302212,6.3401363741763594,37.93977519565571
