Variable,Correlation_to_Value
value_per_share,1.0
avg_margin,0.8639925152256135
avg_growth,0.8440553985544283
terminal_margin_draw,0.4143915030440331
terminal_growth_draw,0.37072977702081267
long_run_growth_draw,0.36031023312790844
jump_count,0.07159349274248893
capex_pct_draw,-0.3323469428951751
avg_wacc,-0.3590712605082371
nwc_pct_draw,-0.39268834034278743
