end_regime,count,mean,median,min,max
Bear,1513,11.834239733983992,10.718631668844038,3.4922682276174033,41.86846739201075
Base,1997,15.672567915605882,14.0521589005408,3.6719964857498204,47.57251451658043
Bull,1490,18.96205890624576,17.29264049722707,3.749391848314857,59.05145219104707
