Metric,Value
mean,15.491358123057784
median,13.56699326573406
std,8.423198450571018
p5,5.368511686903356
p10,6.4786248845441925
p25,9.207385408572389
p75,19.813806487420447
p90,27.00979024659867
p95,32.44451800799195
prob_above_current,0.669
