Variable,Correlation_to_Value
value_per_share,1.0
avg_margin,0.864986440444937
avg_growth,0.8199847401077789
terminal_margin_draw,0.3604031893837593
terminal_growth_draw,0.24182043942085069
long_run_growth_draw,0.22660934852358386
jump_count,0.08728262722002143
capex_pct_draw,-0.13619843611263394
nwc_pct_draw,-0.3239805410898095
avg_wacc,-0.35436221145555324
