Horizon,mean,median,p10,p25,p75,p90,prob_above_current
1Y,8.006830616696982,7.969658723034495,5.7758008182640905,6.443379098237618,9.204690154309453,10.431437315438666,0.08433333333333333
2Y,9.284159858455865,9.052628991873606,6.906258224215456,7.802208275392558,10.564158141121517,12.002181446232973,0.24933333333333332
5Y,15.367585930106435,14.716648797841806,9.328998221554425,11.592314187927897,18.58582162188639,22.259645531532794,0.8213333333333334
10Y,17.378175165276865,16.64535176928211,10.54847780407714,13.042897658184845,20.984287983255605,25.358762224694804,0.898
