end_regime,count,mean,median,min,max
Bear,940,12.224393328392551,11.989847629713474,7.146143553779725,22.704151328124862
Base,1206,17.30397161409743,16.94130875452604,8.579805963828,30.152305867913828
Bull,854,21.87360691437396,21.547103492068583,11.866838742277872,38.517263562715236
