Scenario,Value / Share,Upside / Downside,Avg WACC,Terminal Growth
Bear,5.757038031832526,-0.4553417188427128,0.11000000000000001,0.018
Base,12.564170607737612,0.18866325522588578,0.0998,0.03
Bull,35.326587512344595,2.342155866825411,0.09319999999999999,0.038
