Variable,Correlation_to_Value
value_per_share,1.0
avg_margin,0.8577142630094877
avg_growth,0.740203491884135
terminal_margin_draw,0.5483113571115722
long_run_growth_draw,0.37850184811400045
terminal_growth_draw,0.16850302498385233
capex_pct_draw,0.08407706997647615
nwc_pct_draw,0.07320058435957706
jump_count,-0.204162159808772
avg_wacc,-0.5979224169318049
