Metric,Value
mean,13.963166913321997
median,13.475646120761095
std,4.237725412384256
p5,7.942099124717395
p10,8.794059652074669
p25,10.77815666130441
p75,16.728539350040542
p90,19.920219664752494
p95,21.624469091488827
prob_above_current,0.7653333333333333
