end_regime,count,mean,median,min,max
Bear,940,10.061699574417569,9.894706081694675,5.976203703976952,18.375289516286845
Base,1206,14.205243147908803,13.927877850763522,7.16164004062646,24.51149017922833
Bull,854,17.91566733446775,17.62697037390988,9.843131258619318,31.144100349661198
