Variable,Correlation_to_Value
value_per_share,1.0
avg_margin,0.8592169867489111
avg_growth,0.729466729849006
terminal_margin_draw,0.5524049577130296
long_run_growth_draw,0.37540463520559847
terminal_growth_draw,0.17099385323867955
capex_pct_draw,0.08404279276900772
nwc_pct_draw,0.07347088379408455
jump_count,-0.20237846999038042
avg_wacc,-0.5882390352167872
