value_per_share,start_regime,end_regime,avg_wacc,year1_wacc,year5_wacc,avg_growth,year1_growth,year5_growth,avg_margin,year1_margin,year5_margin,jump_count,long_run_growth_draw,terminal_margin_draw,d_and_a_pct_draw,capex_pct_draw,nwc_pct_draw,terminal_growth_draw,year1_sbc_shares,year5_sbc_shares,ending_shares,upside_downside
14.75192989464655,Bull,Bear,0.09941918180827128,0.09151136161266914,0.11987003736900817,0.2496702943313756,0.2926146859529989,0.15729008802880357,0.13601798371570611,0.10908435076253252,0.16141813010776432,0.0,0.08740209527790774,0.18465642962729567,0.03125348230553568,0.03942621634291123,0.016514394799358845,0.029535551928358824,1646223.4920440638,1546534.2734653791,91601893.6502886,0.3956414280649525
27.448549585879185,Base,Bull,0.09512868299866145,0.10046674323656292,0.08844448860702663,0.2989457262881861,0.18958429607015775,0.36861093354692864,0.1549635006742523,0.11076110910829834,0.20406777833238882,1.0,0.07658560363828998,0.16700776180012905,0.03689931758644763,0.03896982132171524,0.01560247249271374,0.032385121972089155,1515008.0184286265,1869123.1350999135,91593869.6999457,1.5968353439810015
9.439235694188312,Bear,Base,0.1099588012843173,0.12066154043589114,0.10519691319114427,0.13244482833043153,0.2455953203621048,0.10718887817735959,0.10524276295915072,0.10834249058038395,0.12273981270684349,2.0,0.06551485690821626,0.10381722591884363,0.03359776651511939,0.0422874212232883,0.015496545611372295,0.028902441526791143,1586341.4676032919,941784.1632938131,89398607.7532457,-0.10697864766430354
10.85161854009841,Base,Base,0.10121971930845083,0.09911110921160492,0.09604184751987255,0.07128536279874179,0.18887393116643436,0.02347244103910125,0.11473118763917953,0.08599989613899177,0.1550785352573339,0.0,0.14962527519541297,0.18473193684605063,0.03475433953955302,0.043347525940061,0.015598827214749705,0.03164033058064958,1514103.3254794118,713256.3789412725,88482276.66425443,0.02664319206229049
9.086788477034826,Base,Bear,0.1040274271037082,0.10631636502564175,0.11971502575384645,0.19479361763028377,0.30927959851429343,0.02250718159957408,0.11928728811139029,0.12805578276771723,0.08065160323955954,1.0,0.17034023831284634,0.12288113237344224,0.03150490785557708,0.041990386968993376,0.015130702164674855,0.03563415913244462,1667447.272687587,1215578.9996481214,91132664.18887907,-0.14032275524741478
18.77932978856535,Bull,Bull,0.10180692096397222,0.08968930762255216,0.09170629343381484,0.20641129810364403,0.18220646647235017,0.18673076423135246,0.13952691866018113,0.09985560155016013,0.1669604697306518,0.0,0.10650586918272784,0.14503898931548592,0.032997955469706394,0.04366954724040544,0.015818549819824626,0.03579986655190706,1505611.9033015156,1298603.2864096246,90407229.5551894,0.7766631777261446
12.53565734578473,Bear,Base,0.11121044309040742,0.11701888861623155,0.10405086327127933,0.14991760958927006,0.13353177928311308,0.22083260392924683,0.1331233578639668,0.10456399542467379,0.17149289755069888,1.0,0.18469289006777384,0.17775478810825468,0.030011413701824523,0.03760082470837632,0.01705701551415786,0.028669272375778192,1443621.7260355486,1020998.4359359526,89039101.99201263,0.1859656902350737
25.494576807098813,Base,Base,0.09583263661091987,0.09851234167471484,0.09578840595718421,0.3466043194207186,0.21580641939787104,0.37943757770464137,0.15719317286786907,0.11347594647066903,0.1792791627921607,0.0,0.12744376116078382,0.10093809281920957,0.03505923632150949,0.037942762926847395,0.01611882469246847,0.03142466366753623,1548403.4887899526,2240196.8189488812,92833949.57587335,1.4119751000093483
20.092070131770704,Bull,Base,0.0944837492260928,0.09343504588889776,0.10236362529117342,0.290950303149739,0.23823724113274422,0.31403514010834055,0.14675763733182312,0.1221478663633178,0.17780376057916153,1.0,0.1255701060905118,0.16408984619658393,0.03260597077434724,0.04382091356616029,0.01539370669886444,0.02954798325843798,1576970.5057727257,1824460.3466865038,91879831.43966089,0.9008581013974175
13.351885131764844,Bull,Bear,0.10109305535118918,0.0891692022761727,0.11983754308686644,0.23153261276425793,0.24610397445044405,0.23048750112233327,0.11823980258978965,0.09028868709639618,0.1546496669280141,2.0,0.1825936157031501,0.17191221088201558,0.03358348109451859,0.04425836083122381,0.01606548365231213,0.02657488777568548,1586989.269549725,1438944.3408165544,90700033.64893706,0.26318686204019337
6.964904395012415,Bear,Bull,0.09559757604842406,0.1212143400775144,0.09024302263625437,0.1890011749445442,0.13386040647087188,0.2574039868352911,0.055403471025583614,0.06405532077627438,0.06034496291621721,3.0,0.11561598132155121,0.11953189336607374,0.03537595317702004,0.042848229619310896,0.016189177547369052,0.026840066843684115,1444040.2527647375,1202962.3215258182,89531811.58001868,-0.34106864758633726
10.828882359000037,Base,Base,0.10490246209332577,0.09886254464783963,0.1008923189705011,0.13878620630231536,0.19113981129643243,0.08564322851348768,0.11919236541022642,0.10591382008988472,0.13153762904890018,0.0,0.08204950568413791,0.17592194353934804,0.0368638798878425,0.04166200024506045,0.016628821708556975,0.023430661590245882,1516989.0617631588,973468.8081891976,89402318.19857806,0.024492181551564407
15.07106500090583,Bull,Base,0.09636880199679948,0.09139790989206295,0.09923462405321977,0.2583179045903859,0.2592591401658822,0.17296067212630808,0.09812913592101641,0.0882312533879176,0.11220030283842126,1.0,0.13593340307249427,0.12766192486947597,0.03344894639781422,0.038336192424300565,0.01598907168827973,0.035905616936513056,1603743.1739249644,1598073.620052286,91858263.13571271,0.4258339641348938
18.626789566058942,Base,Bull,0.09247249331913975,0.0987716671266617,0.08793785889028115,0.22889425041827555,0.2663190845205228,0.24598261164986068,0.12157384016704498,0.08279992478804149,0.16080893851223602,0.0,0.1307469847366815,0.1688837647022163,0.03470303183077671,0.03801903260726716,0.015965609210901663,0.027752032993495677,1612734.4428432535,1424189.8072573303,90912659.67905848,0.7622317470254438
