Variable,Low Case Value,Base Case Value,High Case Value,Low Delta,High Delta,Range
Terminal EBIT Margin,9.468423574239212,12.488825004608849,20.429634519548618,-3.0204014303696365,7.940809514939769,10.961210945309405
Long-Run Growth,10.835383141502735,12.488825004608849,14.672772093349941,-1.6534418631061136,2.1839470887410926,3.837388951847206
Terminal Growth,11.18261959431616,12.488825004608849,13.649896480424573,-1.306205410292689,1.1610714758157243,2.4672768861084133
Start Growth,11.346050420830275,12.488825004608849,13.71951658910602,-1.1427745837785732,1.2306915844971709,2.373466168275744
WACC Path,13.790482366197345,12.488825004608849,11.433238088311262,1.3016573615884965,-1.055586916297587,2.3572442778860836
Capex % Revenue,12.639508670611542,12.488825004608849,12.329779217664175,0.15068366600269378,-0.15904578694467375,0.30972945294736753
NWC % Incremental Rev,12.493401374973892,12.488825004608849,12.484164396865799,0.004576370365043658,-0.004660607743049994,0.009236978108093652
