Horizon,mean,median,p10,p25,p75,p90,prob_above_current
1Y,7.6870083924099335,7.531074602871865,5.090496481465941,6.108254481460847,9.082169238664815,10.530530371851523,0.097
2Y,8.65807864417306,8.361837886025324,5.141193437013998,6.499961033191253,10.390052204047839,12.552646381731916,0.2346
5Y,13.348237685955159,11.68737245555797,5.38304935723915,7.638717756352783,17.319411023440985,23.758242049869423,0.561
10Y,15.318598165548297,13.369809227913105,6.139964556811865,8.736727726323462,19.835575805373402,27.238672599027755,0.6454
