Horizon,mean,median,p10,p25,p75,p90,prob_above_current
1Y,7.994263901467479,7.836815080336766,5.37100383697211,6.385278733624794,9.410861023224754,10.841343313958358,0.1224
2Y,9.168685763123444,8.872493005643776,5.630014218261553,7.047374563208836,10.915080443878848,13.050483928326452,0.2842
5Y,13.445958831062738,12.094602827562884,6.071923274965184,8.309940509772062,17.116057522212966,22.73275691990777,0.5908
10Y,15.201923834593396,13.596544119570414,6.845768362661501,9.375996357426171,19.300850964557146,25.75583019483821,0.673
