end_regime,count,mean,median,min,max
Bear,1449,10.76772343914522,9.945771668257416,3.6406219041828143,33.103115814318336
Base,2025,14.396315286396499,13.51711711238075,3.891206624543469,40.33293319730485
Bull,1526,17.685366151425182,16.657489590447515,4.17467878673569,50.99254776723278
