Metric,Value
mean,14.348567693069834
median,13.246145867576274
std,6.606938398753031
p5,5.96188064031795
p10,7.0316612300367245
p25,9.409118004870125
p75,17.999045373874303
p90,23.13455494474601
p95,26.762156044121106
prob_above_current,0.6674
