end_regime,count,mean,median,min,max
Bear,1593,10.163677068973955,9.984011660312047,5.939174496777974,17.034384701440796
Base,2008,14.16740583894513,13.858770002713284,7.1107823926212195,24.0700337005694
Bull,1399,17.875395800806093,17.463887294221866,9.07791941457211,33.8699602205982
