Horizon,benchmark_cagr,benchmark_value,mean_cagr,median_cagr,p25_cagr,p75_cagr,mean_alpha,median_alpha,prob_beat_benchmark
1Y,0.08,11.415600000000001,0.445281289873496,0.4155206668210326,0.15350425069324586,0.7302680380048154,0.365281289873496,0.3355206668210326,0.8072
2Y,0.08,12.328848,0.23453800524799306,0.23839971870138477,0.08842500380492396,0.3864084866702616,0.15453800524799305,0.15839971870138475,0.7614
5Y,0.08,15.530797771776006,0.16113024281696806,0.16373932622094933,0.060423941005484705,0.26643874840292686,0.08113024281696805,0.08373932622094933,0.708
