Variable,Correlation_to_Value
value_per_share,1.0
avg_margin,0.8686399111960105
avg_growth,0.8481889392447874
terminal_margin_draw,0.4364226580019302
long_run_growth_draw,0.4035366096672721
terminal_growth_draw,0.40054758781867955
jump_count,0.07153330280020385
particle_quality_draw,0.011523589320205523
avg_wacc,-0.349111105284917
capex_pct_draw,-0.35928975802169416
nwc_pct_draw,-0.4019978134537124
