Variable,Low Case Value,Base Case Value,High Case Value,Low Delta,High Delta,Range
Terminal EBIT Margin,9.733302714685097,12.690022084021987,20.969049399951246,-2.9567193693368896,8.279027315929259,11.235746685266149
Long-Run Growth,11.061316206713778,12.690022084021987,14.939324320223818,-1.6287058773082084,2.2493022362018316,3.87800811351004
Terminal Growth,11.370094844083708,12.690022084021987,13.863290741744905,-1.3199272399382789,1.173268657722918,2.493195897661197
Start Growth,11.497033924600974,12.690022084021987,13.981618684133151,-1.192988159421013,1.2915966001111645,2.4845847595321775
WACC Path,14.005803777579027,12.690022084021987,11.62290729500127,1.3157816935570406,-1.0671147890207173,2.382896482577758
Capex % Revenue,12.84537042353962,12.690022084021987,12.527029329957871,0.1553483395176336,-0.16299275406411518,0.3183410935817488
NWC % Incremental Rev,12.694699638555198,12.690022084021987,12.68522280540345,0.004677554533211392,-0.004799278618536462,0.009476833151747854
